Year,Publication Date,Headline,Snippet,Section Name,Type of Material
2007,21-Mar-07,"In Venezuela, Rodents Can Be a Delicacy","Eating the meat of the capybara, reputed to be the world's largest rodent, has a status in Venezuela similar to that of turkey during Thanksgiving.",World,News
2007,1-Apr-07,"Cuba and Venezuela, the Odd Couple","Hugo Chavez and Fidel Castro may be bosom buddies, but a close look at their respective nations reveals some gaping disparities.",Week in Review,News
2007,10-Apr-07,"In Venezuela, a Showdown Looms Over Oil",President Hugo Chavez's plan to wrest control of oil projects from American and European companies could end up with everyone losing.,Business Day,News
2007,2-May-07,Chavez Takes Over Foreign-Controlled Oil Projects in Venezuela,The move by President Hugo Chavez is the centerpiece of recent actions aimed at consolidating his government's control over the economy.,World,News
2007,2-May-07,Chavez Takes Over Foreign-Controlled Oil Projects in Venezuela,"President Hugo Chavez on Tuesday seized control of the last remaining oil projects in Venezuela controlled by large American and European energy companies. The move to take over the projects, announced in January, is the centerpiece of recent...",World; Washington,News
2007,5-May-07,Venezuela: A Chill Follows Threat by Chavez,"Financial markets reacted with concern to a threat by President HugoChavez to nationalize the banking system. Mr.Chavez said Thursday that banks should finance industry at a low cost. ""If banks don't agree with this,...",World,Brief
2007,5-May-07,World Briefing | Americas: Venezuela: A Chill Follows Threat By Chavez,"Financial markets reacted with concern to a threat by President Hugo Chavez to nationalize the banking system. Mr. Chavez said Thursday that banks should finance industry at a low cost. ''If banks don't agree with this, it's better that they go,...",World,News
2007,17-May-07,Clash of Hope and Fear as Venezuela Seizes Land,President Hugo Chavez is redistributing his country's farmland  in a process that is both brutal and legal.,World,News
2007,17-May-07,A Clash of Hope and Fear As Venezuela Seizes Land,President Hugo Chavez is redistributing his country's farmland in a process that is both brutal and legal.,World,News
2007,28-May-07,Venezuela Police Repel Protests Over TV Network's Closing,Thousands took to the streets to support or protest against President Hugo Chavez's decision to not renew the broadcasting license of Venezuela's oldest television network.    ,World,News
2007,29-May-07,Venezuela: Government Sets Sights on Globovision and CNN,"The government lashed out at Globovision, the country's only remaining television channel that is critical of its policies, accusing it of manipulating images to incite an assassination attempt against President Hugo Chavez.",World,Brief
2007,29-May-07,World Briefing | Americas: Venezuela: Government Sets Sights On Globovision And CNN,"The government lashed out at Globovision, the country's only remaining television channel that is critical of its policies, accusing it of manipulating images to incite an assassination attempt against President Hugo Chavez. Willian Lara, the...",World,News
2007,30-May-07,Land Wars in Venezuela,"President Hugo Chavez's ambitious land reforms have injected the poor with optimism, and brought dread to the wealthy.",World,Video
2007,12-Jun-07,Venezuela Dances to Devilish Beat to Promote Tourism,Worshipers disguised as demons danced through the streets in one of Venezuela's most exalted religious rituals.,World,News
2007,15-Jun-07,Boom Times for Banks in Venezuela,President Hugo Chavez's economic policies have been generating a boom for those most capitalist of institutions _ã” Venezuela's banks.,Business Day,News
2007,27-Jun-07,"With Eye on Future, U.S. Takes Youngsters on Trip to Venezuela","An inexperienced American team, which includes 11 players who have made fewer than five appearances for the senior national team, opens play in Copa Amê©rica Wednesday against Argentina.",Sports,News
2007,27-Jun-07,2 Oil Firms Are Defiant in Venezuela,"ConocoPhillips and Exxon Mobil refused to meet Venezuela's deadline for ceding control of major oil ventures, a move that could mean the loss of billions in investments.",Business Day,News
2007,4-Jul-07,"Iran, Low on Gasoline, to Be Supplied by Venezuela","Venezuela agreed to sell Iran gasoline on Tuesday, less than a week after Iran unveiled a rationing program to limit its dependence on gasoline imports.",World,News
2007,4-Jul-07,Peru and Venezuela Advance,"Peru advanced to the Copa America quarterfinals by coming from behind twice &#151; the second time playing a man short &#151; to tie Bolivia, 2-2, last night in Merida, Venezuela. Venezuela and Uruguay tied, 0-0, in a later match. Each will...",Sports,Brief
2007,6-Jul-07,No Fond Farewells in Venezuela as U.S. Ambassador Leaves Post,William Brownfield advised anyone who takes the job of U.S. ambassador to Venezuela in the future to have two things: patience and a sense of humor.,World,News
2007,10-Jul-07,"In Venezuela, Bread and Stadiums","Chants by Venezuelan fans of ""Freedom"" and ""This government is going to fall"" --particularly at games in Maracaibo, the country's second-largest city, a redoubt of opposition to the government of President Hugo Chavez, and scene of tonight's...",Sports,Blog
2007,17-Jul-07,Venezuela: Network Critical of President Moves To Cable,"Radio Caracas Televisiê_n, the network forced off the public airwaves in May by President Hugo Chavez's government, restarted broadcasts on cable. The network, called RCTV, is expected to reach no more than a third of households, leaving only...",World,News
2007,17-Jul-07,World Cup 2014 ... in Venezuela? [CORRECTION APPENDED],"Before this edition of the Copa Amê©rica began, there were some dire predictions of political turmoil, organizational snafus, general chaos, and even local indifference to soccer from Venezuela's baseball-loving public. But the tournament was a...",Sports,Blog
2007,26-Jul-07,Conoco Earnings Drop Sharply on Asset Losses in Venezuela,"Profits dropped 94 percent in the second quarter at ConocoPhillips due to charges related to its Venezuelan assets, where it has abandoned its heavy oil projects.",Business Day,News
2007,14-Aug-07,Cash-Stuffed Suitcase Splits Venezuela and Argentina,A scandal has left President Nê©stor Kirchner of Argentina and his wife scrambling to contain any potential damage to her bid to succeed him as president.,World,News
2007,16-Aug-07,Venezuela to Purchase Thousands of Russian Rifles,"Venezuela is negotiating a contract with Rosoboronexport to purchase about 5,000 modernized Dragunov rifles, according to officials at Izhmash, the rifle's manufacturer.",World,News
2007,21-Aug-07,Venezuela: A Decree For the Clocks,"Moved by claims that it will help the metabolism and productivity of his fellow citizens, President Hugo Chavez said clocks would be moved forward by half an hour at the start of 2008. He announced the change on his Sunday television program,...",World,News
2007,26-Aug-07,Reform in Venezuela (1 Letter),To the Editor:.,Opinion,Letter
2007,26-Aug-07,"Moving Clocks Ahead, Reaching Back in Time","Crazy like a fox, President Hugo Chavez of Venezuela has strange ways and a purpose, too.",Week in Review,News
2007,27-Aug-07,"Passion, Through A Choir's Revelation","The noteworthy Caracas chorus demonstrated its range during the final program of the Mostly Mozart Festival, with works by Alberto Ginastera and Antonio Lotti on Friday.",Arts,Review
2007,3-Oct-07,Venezuela and U.S. Hold Rare Meeting,"In a rare encounter between Venezuelan and American diplomats, Foreign Minister Nicolas Maduro met with Thomas A. Shannon Jr., the highest-ranking American diplomat for the Americas, in New York.",World,Brief
2007,7-Oct-07,The King of Venezuela,"For Cristina Marcano and Alberto Barrera Tyszka, Hugo Chavez's drive is explained mostly by megalomania. For Bart Jones, it is explained by outrage at the injustices of the world.",Books,Review
2007,12-Oct-07,Venezuela: Anti-Chavez Singer Blocked,Venezuela's government has blocked the Spanish pop singer Alejandro Sanz from using Poliedro Stadium in Caracas for a scheduled Nov. 1 concert because he criticized President Hugo Chavez three years ago.,World,Brief
2007,19-Oct-07,"Leaders of Venezuela and Colombia, Ideological Opposites, Are Tightening Ties","Colombia and Venezuela are rapidly moving to strike energy deals, resolve a boundary dispute and increase trade.",World,News
2007,20-Oct-07,Venezuela: Che Monument Destroyed,A glass monument to the guerrilla leader Che Guevara on an Andean mountain highway near Mê©rida was destroyed less than two weeks after it was unveiled.,World,Brief
2007,24-Oct-07,Venezuela: Thousands Protest Constitutional Changes,"The police dispersed protests near the National Assembly in downtown Caracas by firing tear gas into crowds of students. The protesters, who numbered in the thousands and had thrown rocks and bottles in the direction of the police, were gathered to...",World,News
2007,2-Nov-07,PROTESTS IN VENEZUELA,"Photo of riot police officers and university students in Caracas, Venezuela",World,News
2007,3-Nov-07,Lawmakers in Venezuela Approve Expanded Power for Chavez,"A constitutional overhaul would allow President Hugo Chavez to be re-elected indefinitely, giving him the power to handpick rulers to be called vice presidents.",World,News
2007,4-Nov-07,The Perils of Petrocracy,Can Hugo Chavez's _ã–oil socialism_ãù show resource-rich countries the way to stability and prosperity? Or is it just the old oil curse in a new guise?,Magazine,News
